",""CS"",""res"",""nres"",""trial"",""rt"",""hrv"",""ID"""
"9627,""CS1"",""R1"",13,""26"",681,422,""29ms"""
"9726,""CS1"",""R1"",11,""27"",1308,420,""29ms"""
"10133,""CS1"",""R1"",12,""28"",888,451,""29ms"""
"10427,""CS1"",""R1"",12,""29"",1070,421,""29ms"""
"11927,""CS1"",""R1"",13,""30"",632,425.5,""29ms"""
"12327,""CS1"",""R1"",12,""31"",923,426,""29ms"""
"12426,""CS1"",""R1"",12,""32"",706,449,""29ms"""
"12527,""CS1"",""R2"",12,""33"",831,423.5,""29ms"""
"12827,""CS1"",""R2"",12,""34"",586,467.5,""29ms"""
"13226,""CS1"",""R2"",12,""35"",811,426,""29ms"""
"13926,""CS1"",""R2"",13,""36"",640,438.5,""29ms"""
"14727,""CS1"",""R2"",10,""37"",1753,436.5,""29ms"""
"15427,""CS1"",""R2"",12,""38"",755,457,""29ms"""
"15927,""CS1"",""R1"",10,""39"",656,448,""29ms"""
"16027,""CS1"",""R1"",13,""40"",588,440.5,""29ms"""
"16527,""CS1"",""R1"",12,""41"",776,440,""29ms"""
"16827,""CS1"",""R1"",12,""42"",641,478,""29ms"""
"17133,""CS1"",""R1"",13,""43"",673,457.5,""29ms"""
"17327,""CS1"",""R1"",12,""44"",730,450,""29ms"""
"17727,""CS1"",""R2"",12,""45"",798,430,""29ms"""
"18524,""CS1"",""R2"",13,""46"",809,435,""29ms"""
"18625,""CS1"",""R2"",14,""47"",631,457,""29ms"""
"18925,""CS1"",""R1"",12,""48"",619,448.5,""29ms"""
"19025,""CS1"",""R1"",12,""49"",819,444.5,""29ms"""
"19424,""CS1"",""R1"",14,""50"",580,452,""29ms"""
"4134,""CS2"",""R2"",12,""1"",635,455,""29ms"""
"16132,""CS2"",""R2"",13,""2"",597,463,""29ms"""
"18131,""CS2"",""R2"",13,""3"",636,449.5,""29ms"""
"19108,""CS2"",""R1"",13,""4"",538,458,""29ms"""
"2133,""CS2"",""R1"",13,""5"",665,458,""29ms"""
"2627,""CS2"",""R2"",13,""6"",567,454,""29ms"""
"3228,""CS2"",""R1"",1,""7"",701,454,""29ms"""
"3427,""CS2"",""R2"",13,""8"",562,458,""29ms"""
"3827,""CS2"",""R1"",12,""9"",1190,458,""29ms"""
"3926,""CS2"",""R1"",10,""10"",1165,453,""29ms"""
"4527,""CS2"",""R2"",13,""11"",688,451.5,""29ms"""
"5027,""CS2"",""R2"",13,""12"",592,445,""29ms"""
"5426,""CS2"",""R2"",13,""13"",646,446,""29ms"""
"5526,""CS2"",""R2"",13,""14"",787,458,""29ms"""
"5927,""CS2"",""R2"",13,""15"",634,456.5,""29ms"""
"6133,""CS2"",""R2"",12,""16"",1139,453,""29ms"""
"6425,""CS2"",""R2"",13,""17"",664,457,""29ms"""
"7228,""CS2"",""R2"",13,""18"",615,454,""29ms"""
"7326,""CS2"",""R2"",13,""19"",624,453,""29ms"""
"7727,""CS2"",""R2"",12,""20"",730,458,""29ms"""
"8827,""CS2"",""R2"",12,""21"",626,455,""29ms"""
"9134,""CS2"",""R2"",12,""22"",558,427,""29ms"""
"10027,""CS2"",""R2"",12,""23"",824,437,""29ms"""
"10229,""CS2"",""R2"",13,""24"",516,464,""29ms"""
"10326,""CS2"",""R2"",12,""25"",611,425,""29ms"""
"11229,""CS2"",""R1"",12,""26"",652,447,""29ms"""
"11329,""CS2"",""R1"",11,""27"",799,448.5,""29ms"""
"11427,""CS2"",""R1"",13,""28"",651,422.5,""29ms"""
"11827,""CS2"",""R1"",13,""29"",586,423,""29ms"""
"12026,""CS2"",""R1"",13,""30"",574,436.5,""29ms"""
"12927,""CS2"",""R1"",11,""31"",1093,433.5,""29ms"""
"13026,""CS2"",""R2"",11,""32"",609,432,""29ms"""
"14131,""CS2"",""R2"",12,""33"",652,442.5,""29ms"""
"14427,""CS2"",""R2"",13,""34"",612,432.5,""29ms"""
"14527,""CS2"",""R2"",13,""35"",546,444.5,""29ms"""
"14627,""CS2"",""R1"",13,""36"",608,455,""29ms"""
"14827,""CS2"",""R1"",12,""37"",695,436.5,""29ms"""
"15027,""CS2"",""R1"",13,""38"",591,454,""29ms"""
"15526,""CS2"",""R1"",13,""39"",575,452,""29ms"""
"15727,""CS2"",""R1"",12,""40"",831,440.5,""29ms"""
"16327,""CS2"",""R2"",12,""41"",718,441.5,""29ms"""
"16627,""CS2"",""R2"",12,""42"",925,452,""29ms"""
"17527,""CS2"",""R1"",12,""43"",854,464,""29ms"""
"17627,""CS2"",""R1"",11,""44"",773,448,""29ms"""
"18026,""CS2"",""R1"",12,""45"",1085,438,""29ms"""
"18132,""CS2"",""R2"",12,""46"",768,448,""29ms"""
"18424,""CS2"",""R1"",14,""47"",589,445,""29ms"""
"18725,""CS2"",""R2"",13,""48"",888,442,""29ms"""
"19824,""CS2"",""R2"",13,""49"",822,460.5,""29ms"""
"20024,""CS2"",""R2"",13,""50"",615,455,""29ms"""
"2134,""CS3"",""R2"",14,""1"",227,443,""29ms"""
"3132,""CS3"",""R2"",12,""2"",865,458,""29ms"""
"13132,""CS3"",""R2"",13,""3"",812,449,""29ms"""
"14132,""CS3"",""R2"",12,""4"",873,456,""29ms"""
"15132,""CS3"",""R2"",12,""5"",840,453,""29ms"""
"2230,""CS3"",""R1"",13,""6"",610,455.5,""29ms"""
"2429,""CS3"",""R2"",13,""7"",841,439.5,""29ms"""
"3027,""CS3"",""R2"",11,""8"",786,459,""29ms"""
"3133,""CS3"",""R2"",12,""9"",1105,454.5,""29ms"""
"4026,""CS3"",""R2"",9,""10"",1350,458.5,""29ms"""
"4327,""CS3"",""R1"",13,""11"",538,464,""29ms"""
"4427,""CS3"",""R2"",11,""12"",798,451.5,""29ms"""
"5228,""CS3"",""R1"",11,""13"",612,446.5,""29ms"""
"6526,""CS3"",""R1"",13,""14"",535,453,""29ms"""
"6627,""CS3"",""R1"",13,""15"",556,461,""29ms"""
"6827,""CS3"",""R1"",11,""16"",682,446.5,""29ms"""
"6926,""CS3"",""R1"",13,""17"",857,457,""29ms"""
"7132,""CS3"",""R1"",11,""18"",677,446.5,""29ms"""
"7926,""CS3"",""R1"",11,""19"",1282,448,""29ms"""
"8027,""CS3"",""R1"",13,""20"",631,454.5,""29ms"""
"8426,""CS3"",""R2"",12,""21"",811,453,""29ms"""
"8926,""CS3"",""R1"",11,""22"",1420,458,""29ms"""
"9227,""CS3"",""R1"",12,""23"",714,427,""29ms"""
"9327,""CS3"",""R1"",11,""24"",1273,424.5,""29ms"""
"9927,""CS3"",""R1"",12,""25"",665,424,""29ms"""
"10726,""CS3"",""R1"",12,""26"",777,425.5,""29ms"""
"10826,""CS3"",""R1"",12,""27"",706,423,""29ms"""
"11030,""CS3"",""R1"",11,""28"",1060,421,""29ms"""
"11527,""CS3"",""R2"",6,""29"",701,453,""29ms"""
"11726,""CS3"",""R2"",12,""30"",873,425.5,""29ms"""
"12134,""CS3"",""R2"",12,""31"",810,417,""29ms"""
"12229,""CS3"",""R2"",12,""32"",1006,427,""29ms"""
"12727,""CS3"",""R1"",12,""33"",802,NA,""29ms"""
"13527,""CS3"",""R1"",13,""34"",606,454,""29ms"""
"13627,""CS3"",""R2"",13,""35"",660,448.5,""29ms"""
"13727,""CS3"",""R2"",12,""36"",647,421,""29ms"""
"14026,""CS3"",""R1"",13,""37"",663,443,""29ms"""
"15133,""CS3"",""R2"",13,""38"",632,443,""29ms"""
"15228,""CS3"",""R1"",11,""39"",683,442,""29ms"""
"15827,""CS3"",""R2"",11,""40"",534,454,""29ms"""
"16133,""CS3"",""R2"",13,""41"",658,444.5,""29ms"""
"16229,""CS3"",""R1"",13,""42"",719,448.5,""29ms"""
"16727,""CS3"",""R1"",11,""43"",900,433,""29ms"""
"16927,""CS3"",""R1"",12,""44"",829,439,""29ms"""
"17427,""CS3"",""R1"",13,""45"",650,439,""29ms"""
"17826,""CS3"",""R1"",12,""46"",803,457.5,""29ms"""
"18228,""CS3"",""R1"",13,""47"",705,427,""29ms"""
"19325,""CS3"",""R1"",12,""48"",899,456,""29ms"""
"19625,""CS3"",""R1"",12,""49"",1073,457,""29ms"""
"19724,""CS3"",""R1"",13,""50"",804,458.5,""29ms"""
"11007,""CS-"",""R1"",6,""1"",1368,848,""30tc"""
"2135,""CS-"",""R2"",11,""2"",711,466,""30tc"""
"17134,""CS-"",""R2"",9,""3"",788,474,""30tc"""
"2628,""CS-"",""R1"",9,""4"",701,487,""30tc"""
"2728,""CS-"",""R1"",11,""5"",649,459,""30tc"""
"2828,""CS-"",""R1"",12,""6"",717,450,""30tc"""
"2927,""CS-"",""R1"",12,""7"",783,457,""30tc"""
"3527,""CS-"",""R2"",8,""8"",842,454.5,""30tc"""
"3927,""CS-"",""R1"",5,""9"",701,480,""30tc"""
"4027,""CS-"",""R2"",11,""10"",595,458,""30tc"""
"4528,""CS-"",""R1"",12,""11"",606,432,""30tc"""
"4828,""CS-"",""R2"",13,""12"",226,427,""30tc"""
"4928,""CS-"",""R1"",12,""13"",227,427,""30tc"""
"5828,""CS-"",""R2"",12,""14"",232,421,""30tc"""
"6426,""CS-"",""R1"",13,""15"",526,423,""30tc"""
"6828,""CS-"",""R2"",10,""16"",1316,461.5,""30tc"""
"7027,""CS-"",""R2"",10,""17"",1510,428,""30tc"""
"7229,""CS-"",""R1"",13,""18"",227,437,""30tc"""
"7428,""CS-"",""R1"",12,""19"",923,425,""30tc"""
"7728,""CS-"",""R2"",12,""20"",928,425,""30tc"""
"8230,""CS-"",""R1"",12,""21"",919,424,""30tc"""
"9135,""CS-"",""R2"",13,""22"",223,480,""30tc"""
"9628,""CS-"",""R2"",12,""23"",864,469.5,""30tc"""
"9828,""CS-"",""R2"",13,""24"",733,468.5,""30tc"""
"10327,""CS-"",""R1"",11,""25"",230,453,""30tc"""
"10528,""CS-"",""R1"",13,""26"",229,457,""30tc"""
"10827,""CS-"",""R1"",9,""27"",701,454,""30tc"""
"11528,""CS-"",""R1"",14,""28"",222,448.5,""30tc"""
"11828,""CS-"",""R2"",11,""29"",774,512,""30tc"""
"12027,""CS-"",""R1"",13,""30"",266,463.5,""30tc"""
"12135,""CS-"",""R1"",12,""31"",734,472,""30tc"""
"12427,""CS-"",""R1"",12,""32"",803,444.5,""30tc"""
"13027,""CS-"",""R1"",7,""33"",1319,455,""30tc"""
"13227,""CS-"",""R1"",8,""34"",998,448,""30tc"""
"13628,""CS-"",""R1"",13,""35"",918,464.5,""30tc"""
"14133,""CS-"",""R2"",9,""36"",701,476,""30tc"""
"14328,""CS-"",""R1"",9,""37"",701,438,""30tc"""
"14428,""CS-"",""R1"",13,""38"",371,465,""30tc"""
"14628,""CS-"",""R1"",13,""39"",679,448,""30tc"""
"15134,""CS-"",""R1"",11,""40"",1502,457,""30tc"""
"16528,""CS-"",""R2"",14,""41"",233,462.5,""30tc"""
"16828,""CS-"",""R1"",13,""42"",665,448.5,""30tc"""
"17027,""CS-"",""R1"",13,""43"",856,443,""30tc"""
"17428,""CS-"",""R1"",1,""44"",701,459,""30tc"""
"17628,""CS-"",""R1"",13,""45"",722,458,""30tc"""
"18425,""CS-"",""R2"",10,""46"",1780,461,""30tc"""
"18726,""CS-"",""R1"",11,""47"",903,449.5,""30tc"""
"18825,""CS-"",""R2"",12,""48"",230,472.5,""30tc"""
"19026,""CS-"",""R1"",13,""49"",464,450,""30tc"""
"19825,""CS-"",""R1"",9,""50"",701,444,""30tc"""
"9136,""CS1"",""R1"",13,""1"",590,454,""30tc"""
"11135,""CS1"",""R1"",12,""2"",1028,451.5,""30tc"""
"13133,""CS1"",""R1"",11,""3"",216,457,""30tc"""
"14134,""CS1"",""R1"",13,""4"",320,491,""30tc"""
"15135,""CS1"",""R1"",12,""5"",654,477,""30tc"""
"16134,""CS1"",""R1"",11,""6"",228,464,""30tc"""
"2232,""CS1"",""R1"",13,""7"",678,456.5,""30tc"""
"3229,""CS1"",""R2"",13,""8"",553,447.5,""30tc"""
"3428,""CS1"",""R1"",13,""9"",598,456,""30tc"""
"3828,""CS1"",""R1"",11,""10"",1438,458,""30tc"""
"5427,""CS1"",""R1"",13,""11"",607,428.5,""30tc"""
"5627,""CS1"",""R1"",13,""12"",222,431.5,""30tc"""
"5727,""CS1"",""R1"",14,""13"",231,456,""30tc"""
"5928,""CS1"",""R1"",12,""14"",677,427.5,""30tc"""
"6230,""CS1"",""R1"",13,""15"",233,424.5,""30tc"""
"6727,""CS1"",""R1"",13,""16"",225,424,""30tc"""
"6927,""CS1"",""R1"",13,""17"",230,423,""30tc"""
"7628,""CS1"",""R1"",13,""18"",232,434,""30tc"""
"7827,""CS1"",""R1"",14,""19"",230,429,""30tc"""
"7927,""CS1"",""R1"",14,""20"",231,640,""30tc"""
"8427,""CS1"",""R1"",12,""21"",274,NA,""30tc"""
"8627,""CS1"",""R1"",11,""22"",253,422,""30tc"""
"8927,""CS1"",""R1"",12,""23"",728,454.5,""30tc"""
"9428,""CS1"",""R1"",11,""24"",752,455,""30tc"""
"9527,""CS1"",""R1"",5,""25"",701,466,""30tc"""
"9727,""CS1"",""R1"",13,""26"",626,462.5,""30tc"""
"10134,""CS1"",""R1"",13,""27"",227,444,""30tc"""
"10928,""CS1"",""R1"",6,""28"",701,656,""30tc"""
"11230,""CS1"",""R1"",12,""29"",942,488,""30tc"""
"11727,""CS1"",""R1"",11,""30"",644,462.5,""30tc"""
"12230,""CS1"",""R1"",12,""31"",220,456,""30tc"""
"12328,""CS1"",""R1"",12,""32"",925,445,""30tc"""
"12828,""CS1"",""R1"",13,""33"",247,465,""30tc"""
"13528,""CS1"",""R1"",12,""34"",657,512,""30tc"""
"13728,""CS1"",""R1"",14,""35"",252,467,""30tc"""
"14230,""CS1"",""R1"",12,""36"",1189,458.5,""30tc"""
"14927,""CS1"",""R1"",13,""37"",789,478,""30tc"""
"15428,""CS1"",""R1"",13,""38"",628,452,""30tc"""
"15527,""CS1"",""R1"",13,""39"",649,461,""30tc"""
"16028,""CS1"",""R1"",13,""40"",685,459.5,""30tc"""
"16135,""CS1"",""R1"",13,""41"",752,453,""30tc"""
"16328,""CS1"",""R1"",12,""42"",220,456,""30tc"""
"16428,""CS1"",""R1"",10,""43"",1699,457.5,""30tc"""
"16728,""CS1"",""R1"",13,""44"",232,460,""30tc"""
"17728,""CS1"",""R1"",14,""45"",232,454,""30tc"""
"18326,""CS1"",""R1"",13,""46"",411,440.5,""30tc"""
"19228,""CS1"",""R1"",13,""47"",468,468.5,""30tc"""
"19526,""CS1"",""R1"",7,""48"",701,495.5,""30tc"""
"19725,""CS1"",""R1"",10,""49"",898,450,""30tc"""
"20025,""CS1"",""R1"",12,""50"",809,457.5,""30tc"""
"4135,""CS2"",""R2"",12,""1"",540,468,""30tc"""
"5134,""CS2"",""R2"",13,""2"",252,464,""30tc"""
"8133,""CS2"",""R2"",12,""3"",526,454.5,""30tc"""
"18133,""CS2"",""R2"",9,""4"",1196,454,""30tc"""
"19109,""CS2"",""R2"",13,""5"",220,452,""30tc"""
"2037,""CS2"",""R2"",10,""6"",701,448.5,""30tc"""
"2330,""CS2"",""R2"",11,""7"",802,454,""30tc"""
"2430,""CS2"",""R2"",10,""8"",1159,465,""30tc"""
"2530,""CS2"",""R2"",13,""9"",627,496,""30tc"""
"3329,""CS2"",""R1"",12,""10"",791,448.5,""30tc"""
"4136,""CS2"",""R2"",12,""11"",283,459,""30tc"""
"4228,""CS2"",""R2"",6,""12"",225,424.5,""30tc"""
"5028,""CS2"",""R2"",13,""13"",220,431,""30tc"""
"5229,""CS2"",""R2"",9,""14"",1977,436,""30tc"""
"5327,""CS2"",""R2"",13,""15"",220,436.5,""30tc"""
"5527,""CS2"",""R2"",11,""16"",1634,428,""30tc"""
"6027,""CS2"",""R2"",13,""17"",247,426,""30tc"""
"6328,""CS2"",""R2"",14,""18"",228,429,""30tc"""
"7133,""CS2"",""R2"",14,""19"",232,424.5,""30tc"""
"8028,""CS2"",""R2"",13,""20"",228,424,""30tc"""
"8134,""CS2"",""R2"",11,""21"",1100,426.5,""30tc"""
"8527,""CS2"",""R2"",13,""22"",229,482,""30tc"""
"9328,""CS2"",""R2"",10,""23"",577,463.5,""30tc"""
"10028,""CS2"",""R2"",13,""24"",394,452,""30tc"""
"10428,""CS2"",""R2"",10,""25"",1638,453.5,""30tc"""
"10628,""CS2"",""R2"",13,""26"",232,460.5,""30tc"""
"11031,""CS2"",""R2"",12,""27"",284,462,""30tc"""
"11136,""CS2"",""R2"",8,""28"",1129,455,""30tc"""
"11428,""CS2"",""R2"",13,""29"",264,460,""30tc"""
"11928,""CS2"",""R2"",12,""30"",754,443.5,""30tc"""
"12728,""CS2"",""R2"",13,""31"",281,458.5,""30tc"""
"12928,""CS2"",""R2"",4,""32"",701,455,""30tc"""
"13427,""CS2"",""R2"",14,""33"",230,480,""30tc"""
"13927,""CS2"",""R2"",6,""34"",701,565.5,""30tc"""
"14027,""CS2"",""R2"",12,""35"",229,452,""30tc"""
"14528,""CS2"",""R2"",13,""36"",657,468,""30tc"""
"14728,""CS2"",""R2"",11,""37"",730,449,""30tc"""
"14828,""CS2"",""R2"",13,""38"",909,460,""30tc"""
"15627,""CS2"",""R2"",14,""39"",226,465,""30tc"""
"15928,""CS2"",""R2"",13,""40"",683,466.5,""30tc"""
"16230,""CS2"",""R2"",13,""41"",619,459,""30tc"""
"16628,""CS2"",""R2"",1,""42"",701,450,""30tc"""
"17135,""CS2"",""R1"",13,""43"",754,458,""30tc"""
"17229,""CS2"",""R2"",14,""44"",231,467,""30tc"""
"17827,""CS2"",""R2"",14,""45"",220,448,""30tc"""
"18027,""CS2"",""R2"",13,""46"",256,464,""30tc"""
"18229,""CS2"",""R2"",13,""47"",271,448,""30tc"""
"18926,""CS2"",""R2"",12,""48"",860,464,""30tc"""
"19326,""CS2"",""R2"",14,""49"",236,458,""30tc"""
"19925,""CS2"",""R2"",12,""50"",519,452.5,""30tc"""
"3134,""CS3"",""R2"",13,""1"",616,450,""30tc"""
"6134,""CS3"",""R1"",10,""2"",980,506,""30tc"""
"7134,""CS3"",""R2"",13,""3"",524,455,""30tc"""
"10135,""CS3"",""R2"",9,""4"",900,449.5,""30tc"""
"12136,""CS3"",""R2"",12,""5"",662,453,""30tc"""
"2136,""CS3"",""R2"",13,""6"",223,487,""30tc"""
"3028,""CS3"",""R2"",11,""7"",1200,456,""30tc"""
"3135,""CS3"",""R1"",9,""8"",701,450,""30tc"""
"3628,""CS3"",""R1"",11,""9"",731,497,""30tc"""
"3728,""CS3"",""R1"",12,""10"",1031,460,""30tc"""
"4328,""CS3"",""R1"",11,""11"",233,426,""30tc"""
"4428,""CS3"",""R2"",12,""12"",564,422,""30tc"""
"4628,""CS3"",""R1"",11,""13"",748,456,""30tc"""
"4728,""CS3"",""R1"",5,""14"",701,456,""30tc"""
"5135,""CS3"",""R1"",11,""15"",1426,427,""30tc"""
"6135,""CS3"",""R2"",13,""16"",233,428.5,""30tc"""
"6527,""CS3"",""R2"",12,""17"",733,434,""30tc"""
"6628,""CS3"",""R1"",11,""18"",1181,435,""30tc"""
"7327,""CS3"",""R2"",12,""19"",636,461,""30tc"""
"7528,""CS3"",""R2"",12,""20"",815,NA,""30tc"""
"8328,""CS3"",""R1"",13,""21"",295,424.5,""30tc"""
"8727,""CS3"",""R2"",9,""22"",701,425,""30tc"""
"8828,""CS3"",""R1"",13,""23"",257,428,""30tc"""
"9028,""CS3"",""R1"",13,""24"",356,559.5,""30tc"""
"9228,""CS3"",""R1"",10,""25"",1528,460,""30tc"""
"9928,""CS3"",""R2"",13,""26"",229,469,""30tc"""
"10230,""CS3"",""R2"",5,""27"",701,459,""30tc"""
"10727,""CS3"",""R1"",13,""28"",707,475,""30tc"""
"11330,""CS3"",""R2"",10,""29"",922,452,""30tc"""
"11626,""CS3"",""R1"",11,""30"",1201,447,""30tc"""
"12528,""CS3"",""R1"",11,""31"",995,459.5,""30tc"""
"12628,""CS3"",""R2"",12,""32"",928,453,""30tc"""
"13134,""CS3"",""R2"",13,""33"",227,472.5,""30tc"""
"13328,""CS3"",""R1"",13,""34"",233,447,""30tc"""
"13828,""CS3"",""R1"",10,""35"",1903,467,""30tc"""
"15028,""CS3"",""R1"",13,""36"",650,465.5,""30tc"""
"15229,""CS3"",""R2"",13,""37"",850,450.5,""30tc"""
"15329,""CS3"",""R2"",11,""38"",1169,471,""30tc"""
"15728,""CS3"",""R1"",13,""39"",787,448,""30tc"""
"15828,""CS3"",""R1"",14,""40"",229,465.5,""30tc"""
"16928,""CS3"",""R1"",13,""41"",650,459,""30tc"""
"17328,""CS3"",""R1"",7,""42"",701,458,""30tc"""
"17528,""CS3"",""R2"",11,""43"",230,454.5,""30tc"""
"17926,""CS3"",""R1"",9,""44"",701,453,""30tc"""
"18134,""CS3"",""R1"",12,""45"",816,462,""30tc"""
"18525,""CS3"",""R1"",11,""46"",973,455.5,""30tc"""
"18626,""CS3"",""R1"",9,""47"",701,467.5,""30tc"""
"19131,""CS3"",""R2"",12,""48"",783,461.5,""30tc"""
"19425,""CS3"",""R2"",13,""49"",231,461,""30tc"""
"19626,""CS3"",""R2"",11,""50"",1218,464,""30tc"""
"11009,""CS-"",""R2"",5,""1"",1885,1049,""32ap"""
"3138,""CS-"",""R2"",6,""2"",606,482.5,""32ap"""
"4139,""CS-"",""R1"",8,""3"",762,459,""32ap"""
"6138,""CS-"",""R1"",12,""4"",747,461,""32ap"""
"12139,""CS-"",""R1"",13,""5"",691,457,""32ap"""
"14137,""CS-"",""R1"",12,""6"",667,458.5,""32ap"""
"15138,""CS-"",""R1"",12,""7"",1017,459,""32ap"""
"16138,""CS-"",""R2"",11,""8"",1507,449,""32ap"""
"2630,""CS-"",""R2"",13,""9"",661,455,""32ap"""
"4029,""CS-"",""R2"",13,""10"",858,456,""32ap"""
"4330,""CS-"",""R1"",9,""11"",701,457.5,""32ap"""
"4530,""CS-"",""R2"",9,""12"",1872,462,""32ap"""
"5729,""CS-"",""R1"",12,""13"",754,433,""32ap"""
"5930,""CS-"",""R2"",11,""14"",940,451,""32ap"""
"6232,""CS-"",""R1"",12,""15"",987,461,""32ap"""
"6630,""CS-"",""R2"",12,""16"",830,458,""32ap"""
"7530,""CS-"",""R2"",12,""17"",606,458,""32ap"""
"7630,""CS-"",""R2"",12,""18"",807,449.5,""32ap"""
"7829,""CS-"",""R2"",12,""19"",794,455,""32ap"""
"7929,""CS-"",""R1"",6,""20"",600,483,""32ap"""
"8137,""CS-"",""R1"",12,""21"",613,465,""32ap"""
"8429,""CS-"",""R2"",13,""22"",599,457,""32ap"""
"9139,""CS-"",""R2"",12,""23"",729,454,""32ap"""
"9430,""CS-"",""R2"",11,""24"",1229,459,""32ap"""
"9930,""CS-"",""R1"",10,""25"",895,448.5,""32ap"""
"10232,""CS-"",""R2"",11,""26"",735,456,""32ap"""
"10430,""CS-"",""R2"",10,""27"",1644,462,""32ap"""
"10630,""CS-"",""R1"",13,""28"",548,442.5,""32ap"""
"10930,""CS-"",""R2"",12,""29"",609,445,""32ap"""
"11628,""CS-"",""R2"",11,""30"",1356,440,""32ap"""
"12232,""CS-"",""R2"",13,""31"",574,435,""32ap"""
"12830,""CS-"",""R1"",13,""32"",724,436,""32ap"""
"13530,""CS-"",""R1"",12,""33"",654,816,""32ap"""
"13630,""CS-"",""R2"",13,""34"",617,428,""32ap"""
"14029,""CS-"",""R2"",13,""35"",568,433,""32ap"""
"14530,""CS-"",""R2"",13,""36"",649,454,""32ap"""
"14630,""CS-"",""R2"",12,""37"",753,564,""32ap"""
"14730,""CS-"",""R2"",13,""38"",633,461.5,""32ap"""
"15030,""CS-"",""R1"",12,""39"",705,442,""32ap"""
"15139,""CS-"",""R2"",12,""40"",768,445,""32ap"""
"16139,""CS-"",""R2"",11,""41"",689,440,""32ap"""
"16232,""CS-"",""R2"",12,""42"",743,462,""32ap"""
"16530,""CS-"",""R1"",13,""43"",715,444.5,""32ap"""
"16930,""CS-"",""R2"",12,""44"",802,456,""32ap"""
"18328,""CS-"",""R2"",12,""45"",792,451,""32ap"""
"18827,""CS-"",""R1"",13,""46"",649,470.5,""32ap"""
"18928,""CS-"",""R1"",13,""47"",631,464,""32ap"""
"19230,""CS-"",""R2"",12,""48"",753,464,""32ap"""
"19528,""CS-"",""R1"",13,""49"",656,460,""32ap"""
"19727,""CS-"",""R2"",11,""50"",1281,462,""32ap"""
"5138,""CS1"",""R2"",10,""1"",699,469,""32ap"""
"11139,""CS1"",""R2"",13,""2"",681,466,""32ap"""
"19134,""CS1"",""R2"",13,""3"",818,459,""32ap"""
"2039,""CS1"",""R2"",13,""4"",699,448,""32ap"""
"2830,""CS1"",""R1"",12,""5"",984,468,""32ap"""
"3030,""CS1"",""R2"",9,""6"",701,462,""32ap"""
"3139,""CS1"",""R1"",10,""7"",701,468,""32ap"""
"3231,""CS1"",""R2"",12,""8"",1005,509.5,""32ap"""
"3430,""CS1"",""R2"",12,""9"",1079,456,""32ap"""
"3730,""CS1"",""R2"",13,""10"",783,454,""32ap"""
"4140,""CS1"",""R1"",13,""11"",651,462,""32ap"""
"4930,""CS1"",""R2"",10,""12"",1342,467,""32ap"""
"5429,""CS1"",""R1"",12,""13"",1022,456,""32ap"""
"6029,""CS1"",""R1"",13,""14"",718,458,""32ap"""
"6428,""CS1"",""R1"",10,""15"",1790,453,""32ap"""
"6729,""CS1"",""R1"",13,""16"",720,468,""32ap"""
"6830,""CS1"",""R2"",11,""17"",1022,447,""32ap"""
"6929,""CS1"",""R1"",11,""18"",1288,457,""32ap"""
"7137,""CS1"",""R1"",12,""19"",879,465,""32ap"""
"7329,""CS1"",""R1"",10,""20"",559,445,""32ap"""
"8629,""CS1"",""R1"",11,""21"",617,466,""32ap"""
"8830,""CS1"",""R1"",9,""22"",734,455,""32ap"""
"9230,""CS1"",""R2"",12,""23"",934,461,""32ap"""
"9330,""CS1"",""R2"",12,""24"",696,453.5,""32ap"""
"10030,""CS1"",""R1"",9,""25"",580,448.5,""32ap"""
"10530,""CS1"",""R1"",12,""26"",731,454.5,""32ap"""
"11729,""CS1"",""R1"",11,""27"",1372,439.5,""32ap"""
"11830,""CS1"",""R1"",11,""28"",1129,455,""32ap"""
"11930,""CS1"",""R1"",12,""29"",1058,433,""32ap"""
"12029,""CS1"",""R1"",12,""30"",820,437,""32ap"""
"12429,""CS1"",""R2"",12,""31"",653,1002,""32ap"""
"12630,""CS1"",""R1"",12,""32"",626,439,""32ap"""
"12730,""CS1"",""R1"",11,""33"",744,437,""32ap"""
"13429,""CS1"",""R1"",12,""34"",554,437,""32ap"""
"14232,""CS1"",""R1"",11,""35"",625,462,""32ap"""
"14830,""CS1"",""R1"",12,""36"",830,445.5,""32ap"""
"15331,""CS1"",""R2"",11,""37"",1412,457,""32ap"""
"15529,""CS1"",""R1"",11,""38"",970,449.5,""32ap"""
"15830,""CS1"",""R1"",13,""39"",633,446,""32ap"""
"16030,""CS1"",""R1"",12,""40"",770,451,""32ap"""
"16330,""CS1"",""R2"",13,""41"",233,455,""32ap"""
"16730,""CS1"",""R1"",13,""42"",639,457.5,""32ap"""
"16830,""CS1"",""R2"",12,""43"",626,501,""32ap"""
"17630,""CS1"",""R2"",12,""44"",616,532,""32ap"""
"17730,""CS1"",""R2"",12,""45"",740,453,""32ap"""
"18029,""CS1"",""R1"",12,""46"",557,456,""32ap"""
"18137,""CS1"",""R1"",12,""47"",744,459,""32ap"""
"18628,""CS1"",""R2"",13,""48"",602,468.5,""32ap"""
"18728,""CS1"",""R1"",12,""49"",921,476.5,""32ap"""
"19028,""CS1"",""R2"",12,""50"",1151,432.5,""32ap"""
"2139,""CS2"",""R1"",6,""1"",875,436.5,""32ap"""
